eta,N,MAD,RMSE,labels,num.leaves
0.15,17,66.38268708,85.14987201,"numCrashes < 490.5, propMentions < 0.148292825, propMentions < 0.0118695404, wind < 15.3199997, numCrashes < 480.5, propMentions < 0.0061920099, wind < 8.38999939, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,18,64.66443446,82.98185046,"numCrashes < 484.5, propMentions < 0.0579111278, numCrashes < 801, precip < 0.574999988, numCrashes < 227.5, snow < 1.25, snow < 6.25, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,19,63.22694085,81.23264403,"propMentions < 0.0147442399, numCrashes < 531.5, numCrashes < 295.5, precip < 0.61500001, snow < 1.5, wind < 10.1800003, precip < 0.305000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.15,20,62.1693393,80.03231345,"propMentions < 0.00941181742, propMentions < 0.0061920099, numCrashes < 285.5, wind < 17.3349991, wind < 18.6749992, wind < 10.1800003, precip < 0.00499999989, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,1,409.2511265,431.9209684,"numCrashes < 387.5, propMentions < 0.0226573199, numCrashes < 604.5, Leaf, numCrashes < 245.5, propMentions < 0.0206043962, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",7
0.2,2,328.5109071,349.6749619,"numCrashes < 391.5, propMentions < 0.0226573199, numCrashes < 605.5, Leaf, numCrashes < 227.5, numCrashes < 527.5, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",7
0.2,3,264.3666645,284.7616379,"numCrashes < 372.5, numCrashes < 285.5, numCrashes < 604.5, propMentions < 0.292071104, propMentions < 0.0226573199, propMentions < 0.0206043962, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,4,213.3251696,233.6739945,"numCrashes < 372.5, numCrashes < 284.5, numCrashes < 605.5, numCrashes < 161, propMentions < 0.0226573199, propMentions < 0.023392614, numCrashes < 654.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,5,172.2995165,193.3532945,"numCrashes < 369.5, numCrashes < 199, numCrashes < 531.5, numCrashes < 161, numCrashes < 315.5, propMentions < 0.0731968433, numCrashes < 654.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,6,140.094378,162.0977962,"numCrashes < 403.5, numCrashes < 310.5, numCrashes < 625.5, propMentions < 0.306656003, propMentions < 0.0117958589, numCrashes < 497.5, propMentions < 0.0261221845, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,7,115.9075133,138.284596,"numCrashes < 359.5, numCrashes < 260.5, numCrashes < 531.5, numCrashes < 161, propMentions < 0.171444118, propMentions < 0.0339429528, snow < 1.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,8,98.23273008,120.5002199,"numCrashes < 359.5, numCrashes < 267.5, numCrashes < 567.5, propMentions < 0.283130914, propMentions < 0.171444118, propMentions < 0.0147090629, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,9,85.51931849,107.3464109,"numCrashes < 403.5, propMentions < 0.0645235926, numCrashes < 629.5, numCrashes < 377.5, numCrashes < 306.5, precip < 0.420000017, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,10,76.54958915,97.71843551,"propMentions < 0.0265460033, numCrashes < 681.5, numCrashes < 341.5, propMentions < 0.004454365, wind < 18.0100002, numCrashes < 191.5, numCrashes < 684, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,11,70.9976102,91.04603041,"propMentions < 0.0265460033, numCrashes < 801, numCrashes < 491.5, numCrashes < 520.5, snow < 6.75, numCrashes < 161, numCrashes < 671.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,12,67.13039034,86.21164911,"numCrashes < 484.5, propMentions < 0.0579111278, propMentions < 0.0118695404, precip < 0.574999988, numCrashes < 251.5, propMentions < 0.0061920099, precip < 1.01499999, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,13,64.66917637,83.11496487,"propMentions < 0.0230782889, numCrashes < 801, numCrashes < 330.5, snow < 6.75, snow < 6.75, propMentions < 0.273409396, precip < 0.305000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,14,62.87434793,80.88673777,"numCrashes < 490.5, wind < 15.5450001, propMentions < 0.0116619067, propMentions < 0.0579111278, numCrashes < 483.5, propMentions < 0.0061920099, wind < 8.38999939, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,15,61.70849166,79.50203992,"numCrashes < 494.5, wind < 15.3199997, numCrashes < 801, propMentions < 0.163863763, precip < 1.25, snow < 1.25, snow < 6.25, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,16,60.84469195,78.52609196,"propMentions < 0.00928079244, propMentions < 0.0061920099, numCrashes < 267.5, wind < 17.3349991, wind < 18.6749992, wind < 9.72999954, precip < 0.00499999989, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,17,60.15864732,77.8237283,"numCrashes < 497.5, snow < 5.30000019, wind < 11.5200005, snow < 3.0999999, numCrashes < 435, numCrashes < 661.5, numCrashes < 793.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,18,59.70563687,77.40612749,"propMentions < 0.00816340093, propMentions < 0.00754727749, numCrashes < 756.5, numCrashes < 784, propMentions < 0.00784325786, propMentions < 0.252042353, propMentions < 0.0101456679, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,19,59.30817676,76.98917295,"numCrashes < 330.5, propMentions < 0.119331874, snow < 5.30000019, snow < 0.850000024, wind < 19.125, snow < 1.5, precip < 0.420000017, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.2,20,59.09865946,76.91388736,"numCrashes < 567.5, precip < 0.185000002, snow < 1.5, wind < 22.9300003, wind < 20.1350002, numCrashes < 877.5, snow < 3.3499999, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.25,1,384.1180986,406.2329668,"numCrashes < 387.5, propMentions < 0.0226573199, numCrashes < 604.5, Leaf, numCrashes < 245.5, propMentions < 0.0206043962, numCrashes < 681.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",7
0.25,2,289.8333605,310.4971808,"numCrashes < 372.5, numCrashes < 227.5, numCrashes < 605.5, numCrashes < 161, propMentions < 0.0226573199, propMentions < 0.023392614, snow < 0.0500000007, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
0.25,3,219.4554138,239.8112489,"numCrashes < 391.5, numCrashes < 285.5, numCrashes < 531.5, propMentions < 0.292071104, propMentions < 0.0226573199, wind < 15.9950008, numCrashes < 654.5, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf, Leaf",8
